# IMPORTED AT store b0c39d78 -> 340a7a32 (branch claude/store-identity-job-v2-9-kuers3, 2026-07-13, item 20 store-identity job); NOT A SOURCE — do not read as current. The store (engine/rl_after/rl_model_data.json) is the SOLE carrier of every club, ID and eligibility. Raw pre-normalization eligibilities + legacy_afl_club are preserved HERE for recovery only. SSI: stamped, read-only, disposable.
source_row,stable_player_id,legacy_key,player_name,affl_team,eligibilities,legacy_name,legacy_afl_club,legacy_eligibilities,identity_evidence_json
425,afl-player-v1-a73efb3e3e613ef91d32,oskar-taylor,Oskar Taylor,Hawthorn Hawks,G-DEF,Oskar Taylor,GWS,G-DEF,"{""birth_date"":""2007-08-01"",""birth_year"":2007,""draft_pick"":15,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""oskar-taylor""}"
619,afl-player-v1-0006090cd55e28d1a258,paddy-cross,Paddy Cross,Richmond Tigers,"G-FWD,MID",Paddy Cross,Melbourne,G-FWD,"{""birth_date"":""2003-02-14"",""birth_year"":2003,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2025,""legacy_key"":""paddy-cross""}"
64,afl-player-v1-38775e374c8599ccc338,paddy-dow,Paddy Dow,Brisbane Lions,MID,Paddy Dow,St Kilda,MID,"{""birth_date"":""1999-10-16"",""birth_year"":1999,""draft_pick"":3,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""paddy-dow""}"
245,afl-player-v1-a8d4c0c54b6acab698c5,patrick-carr,Patrick Carr,Free agents,RUCK,Patrick Carr,Richmond,RUCK,"{""birth_date"":""2005-08-10"",""birth_year"":2005,""draft_pick"":"""",""draft_type"":""UNR"",""draft_year"":2025,""legacy_key"":""patrick-carr""}"
532,afl-player-v1-3c4dfebabc0d54a341af,patrick-cripps,Patrick Cripps,Port Adelaide Power,MID,Patrick Cripps,Carlton,MID,"{""birth_date"":""1995-03-18"",""birth_year"":1995,""draft_pick"":13,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""patrick-cripps""}"
546,afl-player-v1-f000210c809f7128d817,patrick-dangerfield,Patrick Dangerfield,Port Adelaide Power,G-FWD,Patrick Dangerfield,Geelong,G-FWD,"{""birth_date"":""1990-04-05"",""birth_year"":1990,""draft_pick"":10,""draft_type"":""ND"",""draft_year"":2007,""legacy_key"":""patrick-dangerfield""}"
138,afl-player-v1-601df8b42b8a60750b20,patrick-lipinski,Patrick Lipinski,Collingwood Magpies,"MID,G-FWD",Patrick Lipinski,Collingwood,G-FWD,"{""birth_date"":""1998-07-17"",""birth_year"":1998,""draft_pick"":28,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""patrick-lipinski""}"
132,afl-player-v1-c809cc39851ac68c9a8e,patrick-retschko,Patrick Retschko,Carlton Blues,MID,Patrick Retschko,Geelong,MID,"{""birth_date"":""2006-02-28"",""birth_year"":2006,""draft_pick"":9,""draft_type"":""RD"",""draft_year"":2024,""legacy_key"":""patrick-retschko""}"
287,afl-player-v1-f282c24b119aa18a481a,patrick-said,Patrick Said,Free agents,G-FWD,Patrick Said,St Kilda,G-FWD,"{""birth_date"":""2006-04-24"",""birth_year"":2006,""draft_pick"":60,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""patrick-said""}"
428,afl-player-v1-ea08f8634f12c893cac8,patrick-snell,Patrick Snell,Hawthorn Hawks,"G-DEF,G-FWD,K-FWD,K-DEF",Patrick Snell,Sydney,K-DEF,"{""birth_date"":""2005-07-18"",""birth_year"":2005,""draft_pick"":53,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""patrick-snell""}"
336,afl-player-v1-c70559b9eceef976b9ab,patrick-voss,Patrick Voss,Fremantle Dockers,"G-FWD,K-FWD",Patrick Voss,Fremantle,K-FWD,"{""birth_date"":""2003-06-29"",""birth_year"":2003,""draft_pick"":6,""draft_type"":""RD"",""draft_year"":2021,""legacy_key"":""patrick-voss""}"
616,afl-player-v1-2f5bb7529c45ed8b1c79,paul-curtis,Paul Curtis,Richmond Tigers,G-FWD,Paul Curtis,North Melbourne,G-FWD,"{""birth_date"":""2003-03-04"",""birth_year"":2003,""draft_pick"":35,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""paul-curtis""}"
664,afl-player-v1-e28761609cc2957874ad,peter-ladhams,Peter Ladhams,St Kilda Saints,"RUCK,G-FWD,K-FWD",Peter Ladhams,Sydney,RUCK,"{""birth_date"":""1998-01-14"",""birth_year"":1998,""draft_pick"":8,""draft_type"":""RD"",""draft_year"":2016,""legacy_key"":""peter-ladhams""}"
559,afl-player-v1-bae70ee809d6cfc18464,peter-wright,Peter Wright,Port Adelaide Power,"G-FWD,K-FWD,RUCK",Peter Wright,Essendon,K-FWD,"{""birth_date"":""1996-09-08"",""birth_year"":1996,""draft_pick"":10,""draft_type"":""ND"",""draft_year"":2014,""legacy_key"":""peter-wright""}"
414,afl-player-v1-9d054a45418ba5797f44,phoenix-gothard,Phoenix Gothard,Hawthorn Hawks,G-FWD,Phoenix Gothard,GWS,G-FWD,"{""birth_date"":""2005-09-07"",""birth_year"":2005,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""phoenix-gothard""}"
294,afl-player-v1-04a9ccd2af626ff315a2,reece-torrent,Reece Torrent,Free agents,MID,Reece Torrent,Brisbane,MID,"{""birth_date"":""2005-08-03"",""birth_year"":2005,""draft_pick"":64,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""reece-torrent""}"
528,afl-player-v1-47fc3fea377757910ec4,reef-mcinnes,Reef McInnes,North Melbourne Kangaroos,"G-DEF,K-DEF",Reef McInnes,Collingwood,K-DEF,"{""birth_date"":""2002-12-12"",""birth_year"":2002,""draft_pick"":24,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""reef-mcinnes""}"
348,afl-player-v1-246485594049e2517cdf,reilly-o-brien,Reilly O'Brien,Geelong Cats,RUCK,Reilly O'Brien,Adelaide,RUCK,"{""birth_date"":""1995-08-20"",""birth_year"":1995,""draft_pick"":8,""draft_type"":""RD"",""draft_year"":2014,""legacy_key"":""reilly-o-brien""}"
468,afl-player-v1-413b1edfe188fa8c778c,reuben-ginbey,Reuben Ginbey,Melbourne Demons,G-DEF,Reuben Ginbey,West Coast,K-DEF,"{""birth_date"":""2004-09-10"",""birth_year"":2004,""draft_pick"":9,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""reuben-ginbey""}"
113,afl-player-v1-6a7269c5c5368cf36265,rhett-bazzo,Rhett Bazzo,Carlton Blues,"G-DEF,K-DEF",Rhett Bazzo,West Coast,K-DEF,"{""birth_date"":""2003-10-17"",""birth_year"":2003,""draft_pick"":37,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""rhett-bazzo""}"
659,afl-player-v1-1ca96839896a3417dbcd,rhyan-mansell,Rhyan Mansell,St Kilda Saints,G-FWD,Rhyan Mansell,Richmond,G-FWD,"{""birth_date"":""2000-06-04"",""birth_year"":2000,""draft_pick"":"""",""draft_type"":""SSP"",""draft_year"":2020,""legacy_key"":""rhyan-mansell""}"
517,afl-player-v1-82123073102a52f26b3f,rhylee-west,Rhylee West,North Melbourne Kangaroos,G-FWD,Rhylee West,Western Bulldogs,G-FWD,"{""birth_date"":""2000-07-12"",""birth_year"":2000,""draft_pick"":26,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""rhylee-west""}"
352,afl-player-v1-24528d3a9decf5f0337c,rhys-stanley,Rhys Stanley,Geelong Cats,RUCK,Rhys Stanley,Geelong,RUCK,"{""birth_date"":""1990-12-01"",""birth_year"":1990,""draft_pick"":47,""draft_type"":""ND"",""draft_year"":2008,""legacy_key"":""rhys-stanley""}"
297,afl-player-v1-c1c939d32cb20e307db2,rhys-unwin,Rhys Unwin,Free agents,G-FWD,Rhys Unwin,Essendon,G-FWD,"{""birth_date"":""2006-10-11"",""birth_year"":2006,""draft_pick"":61,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""rhys-unwin""}"
555,afl-player-v1-eb27d6dadeb1a9bc5774,riak-andrew,Riak Andrew,Port Adelaide Power,"G-DEF,K-DEF",Riak Andrew,Sydney,K-DEF,"{""birth_date"":""2005-02-17"",""birth_year"":2005,""draft_pick"":55,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""riak-andrew""}"
772,afl-player-v1-1e48a475f30de9837e3d,ricky-mentha,Ricky Mentha,Western Bulldogs,"G-DEF,G-FWD",Ricky Mentha,Melbourne,G-FWD,"{""birth_date"":""2006-09-04"",""birth_year"":2006,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2024,""legacy_key"":""ricky-mentha""}"
147,afl-player-v1-937133d2dc41d511ffe3,riley-bice,Riley Bice,Collingwood Magpies,G-DEF,Riley Bice,Sydney,G-DEF,"{""birth_date"":""2000-09-26"",""birth_year"":2000,""draft_pick"":41,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""riley-bice""}"
220,afl-player-v1-fa4da742489a33e816d0,riley-garcia,Riley Garcia,Essendon Bombers,"MID,G-FWD",Riley Garcia,Western Bulldogs,G-FWD,"{""birth_date"":""2001-01-30"",""birth_year"":2001,""draft_pick"":62,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""riley-garcia""}"
258,afl-player-v1-c13e1f14b2b069c3f78f,riley-hamilton,Riley Hamilton,Free agents,"G-FWD,MID",Riley Hamilton,GWS,G-FWD,"{""birth_date"":""2006-08-15"",""birth_year"":2006,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2025,""legacy_key"":""riley-hamilton""}"
683,afl-player-v1-f292ff8cfcb27ae2b30a,riley-hardeman,Riley Hardeman,Sydney Swans,G-DEF,Riley Hardeman,North Melbourne,G-DEF,"{""birth_date"":""2005-02-27"",""birth_year"":2005,""draft_pick"":23,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""riley-hardeman""}"
368,afl-player-v1-e77509535621c2f18fc4,riley-onley,Riley Onley,Geelong Cats,MID,Riley Onley,Melbourne,MID,"{""birth_date"":""2007-03-30"",""birth_year"":2007,""draft_pick"":2,""draft_type"":""RD"",""draft_year"":2025,""legacy_key"":""riley-onley""}"
449,afl-player-v1-a2337d2b6345bdb9ed5e,riley-thilthorpe,Riley Thilthorpe,Melbourne Demons,"G-FWD,K-FWD",Riley Thilthorpe,Adelaide,K-FWD,"{""birth_date"":""2002-07-07"",""birth_year"":2002,""draft_pick"":2,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""riley-thilthorpe""}"
291,afl-player-v1-e771eb4c731c953b5b51,river-stevens,River Stevens,Free agents,"G-FWD,MID",River Stevens,North Melbourne,G-FWD,"{""birth_date"":""2006-06-26"",""birth_year"":2006,""draft_pick"":67,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""river-stevens""}"
500,afl-player-v1-451494af145a38fdb298,roan-steele,Roan Steele,North Melbourne Kangaroos,MID,Roan Steele,Collingwood,MID,"{""birth_date"":""2001-10-22"",""birth_year"":2001,""draft_pick"":8,""draft_type"":""MSD"",""draft_year"":2025,""legacy_key"":""roan-steele""}"
282,afl-player-v1-3a8550ac8af5ca190c13,rob-monahan,Rob Monahan,Free agents,G-DEF,Rob Monahan,Carlton,G-DEF,"{""birth_date"":""2004-06-29"",""birth_year"":2004,""draft_pick"":"""",""draft_type"":""IRE"",""draft_year"":2023,""legacy_key"":""rob-monahan""}"
717,afl-player-v1-10a5ccc7fb51a2b2e034,robert-hansen,Robert Hansen,West Coast Eagles,"MID,G-FWD",Robert Hansen,North Melbourne,G-FWD,"{""birth_date"":""2004-03-13"",""birth_year"":2004,""draft_pick"":2,""draft_type"":""MSD"",""draft_year"":2023,""legacy_key"":""robert-hansen""}"
526,afl-player-v1-e3e6c7a99658440d99ac,rory-laird,Rory Laird,North Melbourne Kangaroos,G-DEF,Rory Laird,Adelaide,G-DEF,"{""birth_date"":""1993-12-29"",""birth_year"":1993,""draft_pick"":11,""draft_type"":""RD"",""draft_year"":2011,""legacy_key"":""rory-laird""}"
551,afl-player-v1-e354e8f4a32723da0375,rory-lobb,Rory Lobb,Port Adelaide Power,"G-DEF,K-DEF",Rory Lobb,Western Bulldogs,K-DEF,"{""birth_date"":""1993-02-09"",""birth_year"":1993,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2013,""legacy_key"":""rory-lobb""}"
561,afl-player-v1-0dbc2d44e3412f13c2b1,rowan-marshall,Rowan Marshall,Port Adelaide Power,"RUCK,K-FWD",Rowan Marshall,St Kilda,RUCK,"{""birth_date"":""1995-11-24"",""birth_year"":1995,""draft_pick"":9,""draft_type"":""RD"",""draft_year"":2016,""legacy_key"":""rowan-marshall""}"
424,afl-player-v1-608669769f22160e551f,ryan-angwin,Ryan Angwin,Hawthorn Hawks,MID,Ryan Angwin,GWS,MID,"{""birth_date"":""2002-12-12"",""birth_year"":2002,""draft_pick"":19,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""ryan-angwin""}"
10,afl-player-v1-cf1d0b8f5a720a46c06a,ryan-byrnes,Ryan Byrnes,Adelaide Crows,"G-DEF,MID",Ryan Byrnes,St Kilda,G-DEF,"{""birth_date"":""2001-05-03"",""birth_year"":2001,""draft_pick"":52,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""ryan-byrnes""}"
255,afl-player-v1-9978daa48563b378b50f,ryan-gardner,Ryan Gardner,Free agents,"K-DEF,G-DEF",Ryan Gardner,Western Bulldogs,K-DEF,"{""birth_date"":""1997-06-01"",""birth_year"":1997,""draft_pick"":58,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""ryan-gardner""}"
709,afl-player-v1-ac26f9acafae5ca8384a,ryan-lester,Ryan Lester,Sydney Swans,G-DEF,Ryan Lester,Brisbane,K-DEF,"{""birth_date"":""1992-08-26"",""birth_year"":1992,""draft_pick"":36,""draft_type"":""ND"",""draft_year"":2010,""legacy_key"":""ryan-lester""}"
655,afl-player-v1-438c94669f1f15473874,ryan-maric,Ryan Maric,St Kilda Saints,"G-DEF,MID",Ryan Maric,West Coast,MID,"{""birth_date"":""2004-09-06"",""birth_year"":2004,""draft_pick"":1,""draft_type"":""MSD"",""draft_year"":2023,""legacy_key"":""ryan-maric""}"
274,afl-player-v1-18c64bc1a192b51aba1a,ryda-luke,Ryda Luke,Free agents,G-FWD,Ryda Luke,Fremantle,G-FWD,"{""birth_date"":""2007-09-19"",""birth_year"":2007,""draft_pick"":"""",""draft_type"":""PDN"",""draft_year"":2025,""legacy_key"":""ryda-luke""}"
699,afl-player-v1-5691b6e2d0faf55f8715,ryley-sanders,Ryley Sanders,Sydney Swans,"MID,G-FWD",Ryley Sanders,Western Bulldogs,MID,"{""birth_date"":""2005-01-21"",""birth_year"":2005,""draft_pick"":6,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""ryley-sanders""}"
518,afl-player-v1-6de2114eafbe620e3fd5,saad-el-hawli,Saad El-Hawli,North Melbourne Kangaroos,"MID,G-DEF",Saad El-Hawli,Essendon,G-DEF,"{""birth_date"":""2001-05-15"",""birth_year"":2001,""draft_pick"":13,""draft_type"":""MSD"",""draft_year"":2024,""legacy_key"":""saad-el-hawli""}"
707,afl-player-v1-5aad4aa1e2445dd70350,sam-allen,Sam Allen,Sydney Swans,"MID,G-FWD",Sam Allen,West Coast,MID,"{""birth_date"":""2007-01-13"",""birth_year"":2007,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""sam-allen""}"
119,afl-player-v1-7448a1c18180c1de59e0,sam-banks,Sam Banks,Carlton Blues,"G-DEF,MID",Sam Banks,Richmond,G-DEF,"{""birth_date"":""2003-04-02"",""birth_year"":2003,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""sam-banks""}"
701,afl-player-v1-212726adeb014d2063cf,sam-berry,Sam Berry,Sydney Swans,MID,Sam Berry,Adelaide,MID,"{""birth_date"":""2002-02-12"",""birth_year"":2002,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""sam-berry""}"
585,afl-player-v1-171fdad958760b98dbb8,sam-butler-1,Sam Butler,Richmond Tigers,"MID,G-FWD",Sam Butler,Hawthorn,G-FWD,"{""birth_date"":""2003-02-10"",""birth_year"":2003,""draft_pick"":23,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""sam-butler-1""}"
680,afl-player-v1-363a1efca11403c36771,sam-clohesy,Sam Clohesy,Sydney Swans,MID,Sam Clohesy,Gold Coast,MID,"{""birth_date"":""2002-12-12"",""birth_year"":2002,""draft_pick"":3,""draft_type"":""RD"",""draft_year"":2023,""legacy_key"":""sam-clohesy""}"
458,afl-player-v1-234a98bedf9e30668ee1,sam-cumming,Sam Cumming,Carlton Blues,MID,Sam Cumming,Richmond,MID,"{""birth_date"":""2007-07-27"",""birth_year"":2007,""draft_pick"":7,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""sam-cumming""}"
3,afl-player-v1-762b0db67968a431f13b,sam-darcy,Sam Darcy,Adelaide Crows,"G-FWD,K-FWD",Sam Darcy,Western Bulldogs,K-FWD,"{""birth_date"":""2003-07-19"",""birth_year"":2003,""draft_pick"":2,""draft_type"":""ND"",""draft_year"":2021,""legacy_key"":""sam-darcy""}"
58,afl-player-v1-8623aaa7eb9f7e2a20e4,sam-davidson,Sam Davidson,Brisbane Lions,"MID,G-FWD",Sam Davidson,Western Bulldogs,G-FWD,"{""birth_date"":""2001-12-13"",""birth_year"":2001,""draft_pick"":51,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""sam-davidson""}"
386,afl-player-v1-b1dc7c77c2ab6e66207d,sam-de-koning,Sam De Koning,Geelong Cats,"G-DEF,K-DEF",Sam De Koning,Geelong,K-DEF,"{""birth_date"":""2001-02-26"",""birth_year"":2001,""draft_pick"":19,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""sam-de-koning""}"
514,afl-player-v1-a0b3ea7bd6d63a63235c,sam-draper,Sam Draper,North Melbourne Kangaroos,"RUCK,G-FWD,K-FWD",Sam Draper,Brisbane,RUCK,"{""birth_date"":""1998-09-28"",""birth_year"":1998,""draft_pick"":1,""draft_type"":""RD"",""draft_year"":2016,""legacy_key"":""sam-draper""}"
739,afl-player-v1-dbd3e05880424b29dd77,sam-durham,Sam Durham,West Coast Eagles,"MID,G-FWD",Sam Durham,Essendon,MID,"{""birth_date"":""2001-07-09"",""birth_year"":2001,""draft_pick"":9,""draft_type"":""MSD"",""draft_year"":2021,""legacy_key"":""sam-durham""}"
37,afl-player-v1-225c5c03a81a8580efd3,sam-flanders,Sam Flanders,Adelaide Crows,"G-FWD,MID,G-DEF",Sam Flanders,St Kilda,MID,"{""birth_date"":""2001-07-24"",""birth_year"":2001,""draft_pick"":11,""draft_type"":""ND"",""draft_year"":2019,""legacy_key"":""sam-flanders""}"
123,afl-player-v1-b797a7fefb7394990338,sam-lalor,Sam Lalor,Carlton Blues,"G-FWD,MID",Sam Lalor,Richmond,MID,"{""birth_date"":""2006-08-30"",""birth_year"":2006,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""sam-lalor""}"
761,afl-player-v1-ed0abced88b9c67d7279,sam-marshall,Sam Marshall,Western Bulldogs,MID,Sam Marshall,Brisbane,MID,"{""birth_date"":""2006-01-19"",""birth_year"":2006,""draft_pick"":25,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""sam-marshall""}"
33,afl-player-v1-9643ed01b474bed53c3a,sam-powell-pepper,Sam Powell-Pepper,Adelaide Crows,G-FWD,Sam Powell-Pepper,Port Adelaide,G-FWD,"{""birth_date"":""1998-01-08"",""birth_year"":1998,""draft_pick"":18,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""sam-powell-pepper""}"
292,afl-player-v1-7d0919e8b1e6bb67a1a8,sam-sturt,Sam Sturt,Free agents,G-FWD,Sam Sturt,Fremantle,G-FWD,"{""birth_date"":""2000-05-12"",""birth_year"":2000,""draft_pick"":17,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""sam-sturt""}"
702,afl-player-v1-b5939f9f51392e0dedbb,sam-switkowski,Sam Switkowski,Sydney Swans,G-FWD,Sam Switkowski,Fremantle,G-FWD,"{""birth_date"":""1996-11-20"",""birth_year"":1996,""draft_pick"":72,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""sam-switkowski""}"
513,afl-player-v1-857aa1779d3df97c9dfc,sam-taylor,Sam Taylor,North Melbourne Kangaroos,"G-DEF,K-DEF",Sam Taylor,GWS,K-DEF,"{""birth_date"":""1999-05-05"",""birth_year"":1999,""draft_pick"":28,""draft_type"":""ND"",""draft_year"":2017,""legacy_key"":""sam-taylor""}"
45,afl-player-v1-77a1b0f46d9b5f8726c7,sam-walsh,Sam Walsh,Brisbane Lions,MID,Sam Walsh,Carlton,MID,"{""birth_date"":""2000-07-02"",""birth_year"":2000,""draft_pick"":1,""draft_type"":""ND"",""draft_year"":2018,""legacy_key"":""sam-walsh""}"
140,afl-player-v1-fb132efc63e911fae6c0,sam-wicks,Sam Wicks,Collingwood Magpies,G-DEF,Sam Wicks,Sydney,G-DEF,"{""birth_date"":""1999-09-14"",""birth_year"":1999,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2018,""legacy_key"":""sam-wicks""}"
208,afl-player-v1-537ae4bc02e76416ccca,samson-ryan,Samson Ryan,West Coast Eagles,RUCK,Samson Ryan,Richmond,RUCK,"{""birth_date"":""2000-12-09"",""birth_year"":2000,""draft_pick"":42,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""samson-ryan""}"
631,afl-player-v1-d67bc7b09cde11708fcd,samuel-collins,Samuel Collins,St Kilda Saints,"G-DEF,K-DEF",Samuel Collins,Gold Coast,K-DEF,"{""birth_date"":""1994-06-15"",""birth_year"":1994,""draft_pick"":54,""draft_type"":""ND"",""draft_year"":2015,""legacy_key"":""samuel-collins""}"
143,afl-player-v1-896343cd9a0c539cb6e0,samuel-grlj,Samuel Grlj,Collingwood Magpies,"G-DEF,MID",Samuel Grlj,Richmond,MID,"{""birth_date"":""2007-07-26"",""birth_year"":2007,""draft_pick"":8,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""samuel-grlj""}"
228,afl-player-v1-72d1e9ef09766768bcd4,samuel-swadling,Samuel Swadling,Essendon Bombers,MID,Samuel Swadling,Collingwood,MID,"{""birth_date"":""2007-01-16"",""birth_year"":2007,""draft_pick"":37,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""samuel-swadling""}"
676,afl-player-v1-0b6733fa38a15da624bc,sandy-brock,Sandy Brock,Sydney Swans,"G-DEF,K-DEF",Sandy Brock,West Coast,K-DEF,"{""birth_date"":""2002-12-14"",""birth_year"":2002,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2021,""legacy_key"":""sandy-brock""}"
487,afl-player-v1-7330b581090f31547712,scott-pendlebury,Scott Pendlebury,North Melbourne Kangaroos,MID,Scott Pendlebury,Collingwood,MID,"{""birth_date"":""1988-01-07"",""birth_year"":1988,""draft_pick"":5,""draft_type"":""ND"",""draft_year"":2005,""legacy_key"":""scott-pendlebury""}"
144,afl-player-v1-83b07dc4285196c7239b,sean-darcy,Sean Darcy,Collingwood Magpies,RUCK,Sean Darcy,Fremantle,RUCK,"{""birth_date"":""1998-06-12"",""birth_year"":1998,""draft_pick"":38,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""sean-darcy""}"
658,afl-player-v1-dba401cbb0209af741a0,seth-campbell,Seth Campbell,St Kilda Saints,G-FWD,Seth Campbell,Richmond,G-FWD,"{""birth_date"":""2004-12-29"",""birth_year"":2004,""draft_pick"":4,""draft_type"":""RD"",""draft_year"":2022,""legacy_key"":""seth-campbell""}"
226,afl-player-v1-328187a2e40f373c2a1e,shadeau-brain,Shadeau Brain,Essendon Bombers,G-DEF,Shadeau Brain,Brisbane,G-DEF,"{""birth_date"":""2004-02-13"",""birth_year"":2004,""draft_pick"":"""",""draft_type"":""PDA"",""draft_year"":2022,""legacy_key"":""shadeau-brain""}"
651,afl-player-v1-6dc14b7a0d0df05565c8,shai-bolton,Shai Bolton,St Kilda Saints,"MID,G-FWD",Shai Bolton,Fremantle,G-FWD,"{""birth_date"":""1998-12-08"",""birth_year"":1998,""draft_pick"":29,""draft_type"":""ND"",""draft_year"":2016,""legacy_key"":""shai-bolton""}"
374,afl-player-v1-945c3ad0f520c0dd489a,shannon-neale,Shannon Neale,Geelong Cats,"G-FWD,K-FWD",Shannon Neale,Geelong,K-FWD,"{""birth_date"":""2002-07-25"",""birth_year"":2002,""draft_pick"":35,""draft_type"":""ND"",""draft_year"":2020,""legacy_key"":""shannon-neale""}"
721,afl-player-v1-97a49cb582ddb5aeaaa1,shaun-mannagh,Shaun Mannagh,West Coast Eagles,G-FWD,Shaun Mannagh,Geelong,G-FWD,"{""birth_date"":""1997-08-06"",""birth_year"":1997,""draft_pick"":36,""draft_type"":""ND"",""draft_year"":2023,""legacy_key"":""shaun-mannagh""}"
447,afl-player-v1-384fa24082f2e4292c71,sid-draper,Sid Draper,Melbourne Demons,"MID,G-FWD",Sid Draper,Adelaide,MID,"{""birth_date"":""2006-07-05"",""birth_year"":2006,""draft_pick"":4,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""sid-draper""}"
729,afl-player-v1-3a1a32f650dfcc82c760,steele-sidebottom,Steele Sidebottom,West Coast Eagles,MID,Steele Sidebottom,Collingwood,MID,"{""birth_date"":""1991-01-02"",""birth_year"":1991,""draft_pick"":11,""draft_type"":""ND"",""draft_year"":2008,""legacy_key"":""steele-sidebottom""}"
697,afl-player-v1-3793f7fb33c2d9e92cc8,steely-green,Steely Green,Sydney Swans,G-FWD,Steely Green,Richmond,G-FWD,"{""birth_date"":""2004-01-09"",""birth_year"":2004,""draft_pick"":55,""draft_type"":""ND"",""draft_year"":2022,""legacy_key"":""steely-green""}"
544,afl-player-v1-7fa57669a2ceda593183,stephen-coniglio,Stephen Coniglio,Port Adelaide Power,"MID,G-FWD",Stephen Coniglio,GWS,MID,"{""birth_date"":""1993-12-15"",""birth_year"":1993,""draft_pick"":3,""draft_type"":""ND"",""draft_year"":2011,""legacy_key"":""stephen-coniglio""}"
317,afl-player-v1-b80306d235d7edf322ad,sullivan-robey,Sullivan Robey,Fremantle Dockers,"MID,G-FWD",Sullivan Robey,Essendon,MID,"{""birth_date"":""2007-10-04"",""birth_year"":2007,""draft_pick"":9,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""sullivan-robey""}"
405,afl-player-v1-8e2e6a62b231249ed929,tai-hayes,Tai Hayes,Hawthorn Hawks,"MID,G-FWD",Tai Hayes,Brisbane,G-FWD,"{""birth_date"":""2004-11-18"",""birth_year"":2004,""draft_pick"":44,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""tai-hayes""}"
426,afl-player-v1-e902ab3fc23a7170ff83,taj-hotton,Taj Hotton,Hawthorn Hawks,G-FWD,Taj Hotton,Richmond,MID,"{""birth_date"":""2006-06-17"",""birth_year"":2006,""draft_pick"":12,""draft_type"":""ND"",""draft_year"":2024,""legacy_key"":""taj-hotton""}"
787,afl-player-v1-f23f5d01a5ebc72d7028,talor-byrne,Talor Byrne,Western Bulldogs,"MID,G-FWD",Talor Byrne,Carlton,G-FWD,"{""birth_date"":""2007-11-14"",""birth_year"":2007,""draft_pick"":45,""draft_type"":""ND"",""draft_year"":2025,""legacy_key"":""talor-byrne""}"
